Order_ID,Order_Date,Customer_ID,Product,Category,Price,Quantity,Country,Payment_Method,Discount_Percent
ORD006868,2024-03-10,CUST01005,Desk Lamp,Accessories,115.61,4,France,PayPal,0
ORD003155,2024-01-21,CUST01003,Monitor,Displays,483.35,3,UK,Bank Transfer,0
ORD002092,2024-07-13,CUST01017,HDMI Cable,Cables,38.71,2,USA,Bank Transfer,0
ORD004990,2024-08-06,CUST01001,Webcam,Video,93.16,2,Netherlands,Bank Transfer,0
ORD004451,2024-05-26,CUST01059,Laptop,Computers,1045.63,3,Poland,Unknown,5
ORD002989,2024-04-15,CUST01191,Phone Stand,Accessories,50.3,2,France,PayPal,15
ORD007824,2024-11-15,CUST01100,Webcam,Video,81.11,1,UK,Credit Card,10
ORD007767,2024-05-04,CUST01002,Mouse,Peripherals,70.93,4,Netherlands,Bank Transfer,0
ORD005283,2024-01-15,CUST01002,Headphones,Audio,171.68,4,Germany,Unknown,0
ORD001004,2024-01-15,CUST01001,Monitor,Displays,457.34,2,UK,Credit Card,5
ORD005225,2024-07-03,CUST01013,Phone Stand,Accessories,-1.71,4,Canada,Unknown,0
ORD005866,2024-04-04,CUST01001,Monitor,Displays,532.93,3,Germany,PayPal,0
ORD000556,2024-08-03,CUST01001,Phone Stand,Accessories,54.53,3,France,Bank Transfer,0
ORD006759,2024-11-17,CUST01001,Monitor,Displays,533.84,3,Poland,Bank Transfer,15
ORD001486,2024-08-31,CUST01001,Webcam,Video,117.95,2,France,PayPal,15
ORD006588,2024-04-01,CUST01003,Mouse,Peripherals,34.15,2,UK,Debit Card,15
ORD001273,2024-07-23,CUST01011,Webcam,Video,23.84,1,Netherlands,Credit Card,0
ORD001412,2024-07-04,CUST01001,Webcam,Video,58.81,2,Germany,Debit Card,0
ORD007075,2024-08-24,CUST01217,USB Hub,Peripherals,25.35,4,Canada,Unknown,10
ORD007331,2024-12-10,CUST01001,Keyboard,Peripherals,109.58,3,France,PayPal,5
ORD001472,2024-02-13,CUST01001,HDMI Cable,Cables,-23.99,1,France,Debit Card,15
ORD006276,2024-07-26,CUST01011,Phone Stand,Accessories,43.71,3,Canada,Debit Card,10
ORD002615,2024-05-17,CUST01037,Desk Lamp,Accessories,52.29,2,Netherlands,Debit Card,0
ORD004764,2024-10-25,CUST01288,Webcam,Video,101.14,4,Poland,Unknown,0
ORD006985,2024-12-04,CUST01007,HDMI Cable,Cables,31.51,3,Netherlands,Debit Card,0
ORD005279,2024-02-05,CUST01001,Headphones,Audio,124.25,3,USA,Credit Card,15
ORD004901,2024-11-18,CUST01001,Keyboard,Peripherals,130.46,4,Germany,PayPal,15
ORD000982,2024-09-10,CUST01002,Phone Stand,Accessories,53.58,3,UK,PayPal,0
ORD006892,2024-03-13,CUST01001,Mouse,Peripherals,35.74,4,France,Credit Card,0
ORD002808,2024-01-05,CUST01002,Headphones,Audio,176.28,1,UK,PayPal,0
ORD007079,2024-04-23,CUST01001,HDMI Cable,Cables,53.17,2,Poland,PayPal,10
ORD001269,2024-02-22,CUST01001,Laptop,Computers,1077.2,4,France,Bank Transfer,5
ORD005282,2024-03-08,CUST01001,Keyboard,Peripherals,137.93,4,Canada,PayPal,15
ORD000269,2024-09-13,CUST01001,Desk Lamp,Accessories,42.19,1,Germany,Credit Card,5
ORD000655,2024-02-07,CUST01002,Mouse,Peripherals,100.35,1,Netherlands,Debit Card,5
ORD005552,2024-12-30,CUST01001,HDMI Cable,Cables,-16.22,1,Poland,Bank Transfer,10
ORD002846,2024-07-03,CUST01001,Phone Stand,Accessories,23.53,4,Netherlands,Bank Transfer,5
ORD004924,2024-06-11,CUST01001,Monitor,Displays,524.06,1,Germany,Debit Card,10
ORD007904,2024-01-18,CUST01002,Desk Lamp,Accessories,66.69,2,France,Debit Card,10
ORD000590,2024-01-15,CUST01001,Phone Stand,Accessories,45.87,4,France,Unknown,0
ORD003783,2024-08-05,CUST01003,Monitor,Displays,448.6,4,Netherlands,Debit Card,0
ORD004596,2024-11-23,CUST01001,Headphones,Audio,97.68,3,USA,Bank Transfer,0
ORD005759,2024-04-07,CUST01001,Monitor,Displays,475.57,1,Netherlands,Bank Transfer,0
ORD004828,2024-05-30,CUST01229,Mouse,Peripherals,20.76,4,Poland,PayPal,5
ORD003956,2024-10-14,CUST01001,Desk Lamp,Accessories,76.58,1,USA,Unknown,0
ORD005160,2024-10-07,CUST01245,HDMI Cable,Cables,-16.33,4,Canada,Credit Card,0
ORD007071,2024-05-02,CUST01008,Desk Lamp,Accessories,60.67,1,Canada,Unknown,5
ORD001809,2024-08-16,CUST01001,Headphones,Audio,155.44,2,Canada,PayPal,10
ORD006908,2024-11-28,CUST01003,HDMI Cable,Cables,39.65,3,France,Debit Card,10
ORD007625,2024-08-31,CUST01009,Headphones,Audio,132.07,3,USA,Credit Card,10
ORD005875,2024-06-24,CUST01001,USB Hub,Peripherals,-25.22,2,Germany,Bank Transfer,5
ORD000678,2024-04-12,CUST01001,Headphones,Audio,144.84,2,USA,Credit Card,10
ORD007056,2024-08-07,CUST01018,Monitor,Displays,510.23,3,Germany,PayPal,10
ORD005395,2024-05-07,CUST01046,USB Hub,Peripherals,-16.26,3,France,Unknown,15
ORD003376,2024-11-16,CUST01017,Mouse,Peripherals,71.12,3,France,Unknown,0
ORD005543,2024-12-10,CUST01026,Desk Lamp,Accessories,133.57,3,USA,Debit Card,0
ORD004692,2024-01-27,CUST01011,HDMI Cable,Cables,49.15,1,France,Unknown,0
ORD006959,2024-08-29,CUST01001,Keyboard,Peripherals,105.16,2,UK,Unknown,0
ORD002433,2024-10-05,CUST01001,Phone Stand,Accessories,47.38,1,Germany,PayPal,0
ORD004175,2024-02-18,CUST01001,HDMI Cable,Cables,-1.76,4,France,Credit Card,0
ORD007635,2024-03-01,CUST01001,Monitor,Displays,508.05,3,Poland,Credit Card,10
ORD006605,2024-02-07,CUST01001,HDMI Cable,Cables,-5.86,1,Canada,Credit Card,0
ORD005949,2024-10-07,CUST01002,HDMI Cable,Cables,58.07,3,UK,Unknown,0
ORD002749,2024-09-15,CUST01005,Keyboard,Peripherals,155.37,1,Netherlands,Debit Card,5
ORD002571,2024-02-14,CUST01001,Webcam,Video,81.1,3,France,Bank Transfer,5
ORD001612,2024-01-22,CUST01004,Phone Stand,Accessories,25.12,4,Germany,Debit Card,10
ORD004271,2024-02-29,CUST01003,Desk Lamp,Accessories,76.25,4,Poland,Credit Card,0
ORD002581,2024-10-27,CUST01010,Monitor,Displays,489.83,3,USA,Credit Card,10
ORD003255,2024-10-16,CUST01010,Phone Stand,Accessories,17.2,3,USA,Debit Card,0
ORD006400,2024-12-09,CUST01001,Desk Lamp,Accessories,57.49,3,Netherlands,Credit Card,15
ORD004174,2024-04-25,CUST01003,Keyboard,Peripherals,145.11,3,Netherlands,PayPal,0
ORD003860,2024-01-26,CUST01033,Mouse,Peripherals,14.84,1,Canada,Credit Card,0
ORD006280,2024-06-14,CUST01001,Desk Lamp,Accessories,41.79,3,Germany,Unknown,0
ORD003951,2024-07-28,CUST01001,Webcam,Video,63.7,4,Germany,Credit Card,0
ORD001469,2024-10-18,CUST01430,Desk Lamp,Accessories,90.19,3,USA,PayPal,0
ORD007807,2024-04-02,CUST01071,Keyboard,Peripherals,167.82,3,USA,PayPal,10
ORD007923,2024-08-05,CUST01002,Desk Lamp,Accessories,92.66,2,USA,PayPal,0
ORD003772,2024-04-29,CUST01004,HDMI Cable,Cables,15.13,3,Germany,PayPal,15
ORD004305,2024-12-20,CUST01003,Phone Stand,Accessories,18.58,2,Germany,Debit Card,0
ORD004944,2024-09-02,CUST01001,Desk Lamp,Accessories,84.95,4,UK,Credit Card,0
ORD004371,2024-01-23,CUST01003,Phone Stand,Accessories,-10.51,4,Poland,PayPal,10
ORD002156,2024-12-23,CUST01007,Desk Lamp,Accessories,71.54,3,USA,PayPal,0
ORD005635,2024-08-05,CUST01012,Laptop,Computers,1081.31,4,USA,Credit Card,5
ORD007679,2024-04-21,CUST01001,Mouse,Peripherals,82.22,1,USA,Debit Card,5
ORD002078,2024-08-27,CUST01001,Laptop,Computers,1086.86,4,Canada,PayPal,5
ORD004101,2024-07-24,CUST01005,Headphones,Audio,137.3,3,France,Debit Card,10
ORD002816,2024-11-05,CUST01002,USB Hub,Peripherals,16.83,2,USA,Credit Card,0
ORD003556,2024-09-21,CUST01808,Mouse,Peripherals,88.29,2,France,Credit Card,15
ORD004787,2024-02-29,CUST01002,Monitor,Displays,448.97,3,France,Unknown,15
ORD000585,2024-11-23,CUST01003,Desk Lamp,Accessories,98.21,4,USA,Bank Transfer,15
ORD003412,2024-08-15,CUST01001,Phone Stand,Accessories,22.64,4,Germany,Unknown,0
ORD006509,2024-12-23,CUST01028,Mouse,Peripherals,36.48,2,USA,Unknown,5
ORD007759,2024-02-07,CUST01001,Headphones,Audio,143.17,2,UK,Bank Transfer,0
ORD006087,2024-01-20,CUST01001,Desk Lamp,Accessories,96.07,1,France,Debit Card,0
ORD006217,2024-02-14,CUST01030,Phone Stand,Accessories,-14.63,4,Poland,PayPal,0
ORD007118,2024-04-11,CUST01047,Desk Lamp,Accessories,124.13,3,France,Unknown,5
ORD007093,2024-12-16,CUST01003,Laptop,Computers,1039.87,1,Poland,Debit Card,0
ORD004093,2024-07-19,CUST01001,Webcam,Video,99.6,4,Poland,Debit Card,10
ORD002500,2024-11-21,CUST01001,USB Hub,Peripherals,-4.26,1,Netherlands,PayPal,0
ORD005559,2024-11-01,CUST01108,Phone Stand,Accessories,69.69,4,UK,Debit Card,0
ORD006155,2024-04-02,CUST01001,Phone Stand,Accessories,59.36,2,Netherlands,Unknown,10
ORD000345,2024-01-26,CUST01005,Monitor,Displays,532.47,2,UK,PayPal,0
ORD006909,2024-08-12,CUST01012,Headphones,Audio,133.39,2,Poland,Debit Card,0
ORD004653,2024-06-17,CUST01003,Webcam,Video,121.78,2,UK,Bank Transfer,0
ORD002610,2024-04-24,CUST01001,Laptop,Computers,1043.37,4,Canada,Bank Transfer,5
ORD007526,2024-09-12,CUST01001,Laptop,Computers,1079.39,2,France,PayPal,0
ORD003969,2024-01-19,CUST01009,USB Hub,Peripherals,17.06,1,USA,Unknown,0
ORD006216,2024-08-17,CUST01021,Phone Stand,Accessories,40.26,4,Netherlands,Credit Card,15
ORD004999,2024-03-07,CUST01002,Phone Stand,Accessories,0.88,2,Canada,Bank Transfer,15
ORD002771,2024-01-19,CUST01005,Headphones,Audio,157.91,3,Germany,Bank Transfer,0
ORD000091,2024-01-12,CUST01008,Keyboard,Peripherals,94.67,4,Canada,PayPal,5
ORD003804,2024-08-12,CUST01042,Keyboard,Peripherals,113.56,1,Canada,PayPal,0
ORD005847,2024-02-22,CUST01002,Mouse,Peripherals,87.13,2,UK,Bank Transfer,0
ORD004978,2024-08-07,CUST01007,Mouse,Peripherals,48.29,4,Netherlands,Debit Card,0
ORD005705,2024-09-04,CUST01009,Keyboard,Peripherals,131.68,2,Canada,PayPal,0
ORD002118,2024-03-01,CUST01182,Laptop,Computers,1039.71,2,USA,Debit Card,0
ORD004251,2024-02-12,CUST01001,Headphones,Audio,139.15,3,UK,Unknown,0
ORD006097,2024-06-28,CUST01001,Desk Lamp,Accessories,82.12,2,Poland,Credit Card,10
ORD004635,2024-09-14,CUST01006,HDMI Cable,Cables,11.67,2,UK,Bank Transfer,0
ORD003040,2024-04-06,CUST01001,Laptop,Computers,1095.38,1,UK,Bank Transfer,5
ORD000948,2024-01-18,CUST01056,Webcam,Video,112.83,2,UK,Unknown,5
ORD007657,2024-08-22,CUST01034,Mouse,Peripherals,16.56,3,Canada,Unknown,10
ORD004741,2024-05-04,CUST01001,Phone Stand,Accessories,61.79,1,Netherlands,Bank Transfer,0
ORD004255,2024-08-28,CUST01119,Monitor,Displays,506.18,2,Canada,Bank Transfer,15
ORD000884,2024-05-24,CUST01003,USB Hub,Peripherals,29.46,1,France,Unknown,0
ORD004652,2024-08-08,CUST01003,Webcam,Video,42.82,2,UK,Unknown,15
ORD004032,2024-04-15,CUST01007,Desk Lamp,Accessories,119.88,3,UK,Credit Card,5
ORD004658,2024-11-02,CUST01001,Webcam,Video,96.13,4,Poland,PayPal,5
ORD003510,2024-03-17,CUST01001,Webcam,Video,50.61,4,Canada,Bank Transfer,0
ORD004483,2024-07-26,CUST01001,Keyboard,Peripherals,91.67,3,Netherlands,PayPal,15
ORD007355,2024-06-24,CUST01005,Mouse,Peripherals,18.72,1,Netherlands,Debit Card,0
ORD005926,2024-09-24,CUST01003,Webcam,Video,63.0,3,France,Bank Transfer,0
ORD005362,2024-05-06,CUST01343,Keyboard,Peripherals,136.04,3,Poland,Unknown,0
ORD006196,2024-12-11,CUST01004,Headphones,Audio,86.1,3,UK,Unknown,0
ORD006070,2024-05-10,CUST01009,Headphones,Audio,167.28,4,Netherlands,Bank Transfer,0
ORD005748,2024-06-06,CUST01002,Mouse,Peripherals,34.13,1,Canada,Bank Transfer,5
ORD005630,2024-01-18,CUST01016,Monitor,Displays,447.13,2,Poland,Credit Card,0
ORD002416,2024-11-24,CUST01004,Keyboard,Peripherals,106.06,3,France,Debit Card,0
ORD004884,2024-03-28,CUST01130,Phone Stand,Accessories,73.74,1,Germany,Credit Card,0
ORD006837,2024-05-31,CUST01006,Phone Stand,Accessories,1.07,2,Germany,Unknown,10
ORD003296,2024-05-07,CUST01001,Headphones,Audio,159.57,3,France,Bank Transfer,10
ORD005392,2024-12-18,CUST01001,Keyboard,Peripherals,124.8,3,UK,Debit Card,15
ORD003625,2024-02-04,CUST01004,HDMI Cable,Cables,4.34,1,Canada,PayPal,0
ORD002900,2024-04-20,CUST01004,Webcam,Video,36.59,3,Netherlands,Unknown,0
ORD002399,2024-12-26,CUST01001,HDMI Cable,Cables,47.88,1,Germany,PayPal,0
ORD006881,2024-06-17,CUST01017,Phone Stand,Accessories,36.03,1,Poland,Unknown,0
ORD001711,2024-02-21,CUST01052,Desk Lamp,Accessories,137.12,2,USA,Bank Transfer,0
ORD003906,2024-05-24,CUST01001,Webcam,Video,120.85,3,France,PayPal,0
ORD007530,2024-05-23,CUST01003,Keyboard,Peripherals,161.71,3,Canada,Debit Card,0
ORD001187,2024-12-21,CUST01002,Webcam,Video,23.51,1,Poland,Bank Transfer,5
ORD007375,2024-09-07,CUST01002,Phone Stand,Accessories,23.76,2,Netherlands,PayPal,0
ORD007703,2024-03-27,CUST01024,Laptop,Computers,1096.82,2,Poland,Unknown,10
ORD005772,2024-05-27,CUST01003,Phone Stand,Accessories,-20.16,1,USA,Credit Card,10
ORD006107,2024-08-28,CUST01014,Phone Stand,Accessories,49.38,4,Poland,Debit Card,0
ORD007843,2024-10-15,CUST01001,Mouse,Peripherals,71.37,2,Poland,Bank Transfer,5
ORD000152,2024-08-18,CUST01221,USB Hub,Peripherals,59.84,2,UK,Debit Card,15
ORD000916,2024-01-09,CUST01002,USB Hub,Peripherals,-4.87,4,France,Debit Card,0
ORD001306,2024-08-22,CUST01001,Phone Stand,Accessories,50.32,3,Germany,Credit Card,0
ORD004935,2024-10-16,CUST01001,Desk Lamp,Accessories,133.22,4,France,Bank Transfer,0
ORD007222,2024-06-10,CUST01001,Laptop,Computers,1063.04,1,France,Credit Card,10
ORD004729,2024-05-16,CUST01529,USB Hub,Peripherals,63.3,1,UK,Bank Transfer,0
ORD005297,2024-06-23,CUST01005,Webcam,Video,105.59,4,Poland,PayPal,15
ORD001399,2024-08-01,CUST01001,Laptop,Computers,1027.86,4,France,Bank Transfer,0
ORD002520,2024-12-30,CUST01003,USB Hub,Peripherals,67.28,4,USA,Unknown,0
ORD000184,2024-08-19,CUST01007,Laptop,Computers,1104.0,4,USA,Credit Card,0
ORD007613,2024-02-27,CUST01001,Laptop,Computers,1086.32,3,UK,Bank Transfer,0
ORD006327,2024-03-02,CUST01005,Phone Stand,Accessories,25.2,2,France,Unknown,15
ORD003044,2024-04-14,CUST01017,Desk Lamp,Accessories,135.42,4,France,PayPal,0
ORD002418,2024-12-14,CUST01001,Desk Lamp,Accessories,110.94,1,Netherlands,Unknown,0
ORD000472,2024-09-10,CUST01002,Phone Stand,Accessories,53.64,1,USA,Unknown,10
ORD000968,2024-01-19,CUST01003,Keyboard,Peripherals,119.41,2,Germany,PayPal,0
ORD007606,2024-06-12,CUST01001,Headphones,Audio,116.11,3,France,PayPal,10
ORD006758,2024-03-25,CUST01001,Phone Stand,Accessories,74.95,4,Canada,Unknown,0
ORD000210,2024-11-05,CUST01002,Webcam,Video,48.9,3,USA,PayPal,10
ORD001962,2024-10-30,CUST01021,HDMI Cable,Cables,62.48,3,USA,Debit Card,0
ORD000897,2024-10-25,CUST01055,Desk Lamp,Accessories,54.64,3,UK,Credit Card,15
ORD006084,2024-07-24,CUST01003,Keyboard,Peripherals,151.45,2,USA,Credit Card,10
ORD003947,2024-12-04,CUST01008,Phone Stand,Accessories,7.57,3,UK,PayPal,0
ORD006650,2024-04-18,CUST01002,USB Hub,Peripherals,13.79,4,Poland,Credit Card,0
ORD001774,2024-08-20,CUST01003,Webcam,Video,72.36,3,France,Unknown,0
ORD006986,2024-07-30,CUST01002,HDMI Cable,Cables,50.5,3,Poland,Credit Card,0
ORD002300,2024-05-06,CUST01004,Monitor,Displays,437.34,1,Canada,Bank Transfer,15
ORD001210,2024-04-09,CUST01001,Mouse,Peripherals,19.85,4,Poland,Credit Card,0
ORD004297,2024-06-23,CUST01001,Desk Lamp,Accessories,65.86,3,France,Debit Card,10
ORD004583,2024-07-03,CUST01005,HDMI Cable,Cables,25.1,1,Poland,Debit Card,5
ORD004003,2024-09-11,CUST01367,Headphones,Audio,88.41,3,Poland,Credit Card,10
ORD001252,2024-10-18,CUST01001,Mouse,Peripherals,32.67,3,UK,Debit Card,0
ORD004162,2024-12-26,CUST01001,Phone Stand,Accessories,41.22,4,Canada,Credit Card,0
ORD002698,2024-04-06,CUST01040,Keyboard,Peripherals,169.69,1,USA,Credit Card,0
ORD003211,2024-07-06,CUST01001,Desk Lamp,Accessories,101.14,4,France,PayPal,0
ORD005214,2024-05-09,CUST01002,Phone Stand,Accessories,33.99,2,Germany,PayPal,5
ORD006526,2024-04-01,CUST01002,USB Hub,Peripherals,9.21,2,Poland,Unknown,5
ORD000293,2024-07-16,CUST01001,Laptop,Computers,1061.31,1,France,PayPal,0
ORD003003,2024-04-21,CUST01020,Phone Stand,Accessories,33.78,2,France,Credit Card,10
ORD004952,2024-03-15,CUST01004,Desk Lamp,Accessories,110.78,1,Germany,PayPal,10
ORD007760,2024-09-19,CUST01001,Webcam,Video,36.0,2,Poland,Debit Card,5
ORD000273,2024-05-17,CUST01033,Webcam,Video,113.54,1,Poland,Debit Card,0
ORD002043,2024-03-01,CUST01001,Webcam,Video,76.84,1,Germany,Credit Card,10
ORD004964,2024-09-15,CUST01001,Headphones,Audio,173.76,2,Germany,Unknown,0
ORD002664,2024-03-13,CUST01004,Headphones,Audio,91.56,3,Canada,Unknown,0
ORD003694,2024-11-05,CUST01001,Phone Stand,Accessories,77.52,3,Netherlands,Debit Card,15
ORD005147,2024-03-08,CUST01002,Mouse,Peripherals,47.62,4,UK,Unknown,5
ORD001087,2024-03-21,CUST01002,Headphones,Audio,133.58,3,France,Unknown,0
ORD003606,2024-02-01,CUST01014,Mouse,Peripherals,69.21,3,Germany,Bank Transfer,5
ORD006625,2024-08-21,CUST01002,Laptop,Computers,1104.49,1,Germany,Bank Transfer,0
ORD007447,2024-08-09,CUST01001,Laptop,Computers,1070.03,2,France,Debit Card,10
ORD005750,2024-04-23,CUST01001,HDMI Cable,Cables,12.18,1,USA,Unknown,0
ORD002751,2024-02-23,CUST01007,Desk Lamp,Accessories,93.44,2,Poland,PayPal,15
ORD003857,2024-05-30,CUST01001,HDMI Cable,Cables,-6.22,1,Poland,Credit Card,0
ORD005101,2024-12-20,CUST01001,Webcam,Video,108.38,1,USA,Unknown,10
ORD005608,2024-03-29,CUST01001,Keyboard,Peripherals,103.98,2,Poland,Credit Card,5
ORD006814,2024-12-18,CUST01001,Keyboard,Peripherals,113.28,3,France,Debit Card,5
ORD007721,2024-07-11,CUST01016,HDMI Cable,Cables,58.4,3,Germany,PayPal,0
ORD002813,2024-08-19,CUST01001,Mouse,Peripherals,24.12,1,Netherlands,Credit Card,0
ORD004056,2024-02-07,CUST01020,Desk Lamp,Accessories,78.9,3,Netherlands,PayPal,0
ORD000614,2024-06-25,CUST01001,HDMI Cable,Cables,44.94,4,France,Debit Card,15
ORD005592,2024-04-25,CUST01994,Mouse,Peripherals,103.16,3,Germany,Bank Transfer,0
ORD003806,2024-07-29,CUST01039,Laptop,Computers,1074.98,1,Germany,Bank Transfer,0
ORD003400,2024-01-15,CUST01002,Desk Lamp,Accessories,128.42,4,France,PayPal,15
ORD005287,2024-06-19,CUST01001,HDMI Cable,Cables,15.74,3,France,PayPal,0
ORD006937,2024-02-19,CUST01002,Webcam,Video,111.0,1,Germany,Debit Card,15
ORD001749,2024-02-10,CUST01001,Laptop,Computers,1104.67,1,Netherlands,Debit Card,0
ORD007237,2024-09-01,CUST01002,Mouse,Peripherals,75.22,1,USA,Debit Card,5
ORD006142,2024-07-16,CUST01001,Keyboard,Peripherals,144.83,4,France,Bank Transfer,5
ORD003195,2024-09-04,CUST01017,USB Hub,Peripherals,-25.38,1,Poland,Debit Card,10
ORD005594,2024-08-27,CUST01001,Desk Lamp,Accessories,130.68,1,Canada,PayPal,15
ORD005016,2024-07-11,CUST01001,HDMI Cable,Cables,-34.11,3,France,Unknown,0
ORD003170,2024-09-07,CUST01002,Keyboard,Peripherals,97.65,1,Germany,Credit Card,0
ORD004079,2024-11-06,CUST01002,Keyboard,Peripherals,103.32,3,France,Unknown,0
ORD002155,2024-06-21,CUST01086,Desk Lamp,Accessories,60.39,3,Germany,PayPal,0
ORD001345,2024-06-26,CUST01007,Mouse,Peripherals,101.63,3,France,Bank Transfer,0
ORD007753,2024-05-22,CUST01006,HDMI Cable,Cables,-2.28,2,UK,Credit Card,0
ORD006651,2024-07-27,CUST01001,USB Hub,Peripherals,37.35,2,UK,PayPal,15
ORD005274,2024-11-21,CUST01007,HDMI Cable,Cables,27.96,4,France,Debit Card,10
ORD000953,2024-03-30,CUST01010,Headphones,Audio,170.14,3,Poland,PayPal,0
ORD003002,2024-04-14,CUST01002,Mouse,Peripherals,8.19,3,UK,Bank Transfer,5
ORD001505,2024-03-12,CUST01001,Laptop,Computers,1034.71,3,Poland,Debit Card,10
ORD004943,2024-05-26,CUST01001,HDMI Cable,Cables,60.43,4,Poland,Debit Card,0
ORD007973,2024-09-08,CUST01003,HDMI Cable,Cables,53.1,1,USA,PayPal,0
ORD005479,2024-08-10,CUST01002,Laptop,Computers,1078.5,1,UK,Credit Card,15
ORD001122,2024-06-29,CUST01401,Keyboard,Peripherals,93.84,1,Germany,PayPal,5
ORD004540,2024-10-18,CUST01002,Monitor,Displays,-100.0,4,Canada,Credit Card,15
ORD005971,2024-08-23,CUST01973,Mouse,Peripherals,71.49,3,Germany,Debit Card,0
ORD007499,2024-08-09,CUST01001,Phone Stand,Accessories,-100.0,2,USA,Credit Card,5
ORD006996,2024-05-17,CUST01001,Monitor,Displays,486.94,4,France,Unknown,0
ORD005222,2024-06-02,CUST01001,Desk Lamp,Accessories,81.38,1,Poland,Bank Transfer,0
ORD000417,2024-06-10,CUST01001,Phone Stand,Accessories,67.61,1,Canada,Bank Transfer,0
ORD004756,2024-12-28,CUST01002,Laptop,Computers,1027.54,4,USA,Bank Transfer,0
ORD002432,2024-07-16,CUST01021,Webcam,Video,36.89,4,Poland,Credit Card,0
ORD002923,2024-01-29,CUST01008,USB Hub,Peripherals,69.79,2,Canada,Unknown,0
ORD000565,2024-11-10,CUST01001,USB Hub,Peripherals,33.95,1,Germany,Unknown,0
ORD002527,2024-09-27,CUST01001,USB Hub,Peripherals,14.38,4,Canada,Credit Card,0
ORD001225,2024-08-25,CUST01003,Phone Stand,Accessories,76.66,3,Canada,Credit Card,0
ORD000143,2024-02-22,CUST01008,Mouse,Peripherals,64.59,3,France,Debit Card,0
ORD001491,2024-07-08,CUST01002,Laptop,Computers,1049.94,1,Germany,Unknown,0
ORD002926,2024-03-02,CUST01002,Desk Lamp,Accessories,108.75,1,Netherlands,Credit Card,0
ORD006559,2024-05-21,CUST01013,Phone Stand,Accessories,71.28,1,Poland,Unknown,0
ORD002654,2024-09-04,CUST01003,USB Hub,Peripherals,-23.7,4,Canada,PayPal,0
ORD002005,2024-07-13,CUST01091,Phone Stand,Accessories,60.24,3,Germany,Credit Card,0
ORD001195,2024-06-27,CUST01001,HDMI Cable,Cables,2.5,3,Poland,PayPal,0
ORD002888,2024-04-13,CUST01001,Webcam,Video,37.59,2,Germany,Credit Card,0
ORD007301,2024-12-18,CUST01001,Keyboard,Peripherals,160.26,2,France,PayPal,15
ORD001757,2024-09-26,CUST01006,HDMI Cable,Cables,99999.0,3,Germany,Debit Card,5
ORD000498,2024-10-27,CUST01001,Keyboard,Peripherals,129.27,3,UK,Unknown,10
ORD005167,2024-11-19,CUST01001,Webcam,Video,122.37,3,Poland,Bank Transfer,0
ORD004747,2024-01-04,CUST01006,Headphones,Audio,159.01,4,UK,Bank Transfer,0
ORD007838,2024-06-29,CUST01001,HDMI Cable,Cables,45.28,3,France,Debit Card,10
ORD000913,2024-11-22,CUST01009,Keyboard,Peripherals,100.92,1,France,PayPal,0
ORD000722,2024-10-24,CUST01003,Laptop,Computers,1013.74,2,France,Unknown,10
ORD005844,2024-11-11,CUST01001,Phone Stand,Accessories,45.18,3,Poland,Credit Card,5
ORD004355,2024-03-23,CUST01007,Desk Lamp,Accessories,120.06,3,Netherlands,Unknown,0
ORD001497,2024-07-30,CUST01097,Webcam,Video,66.06,4,Netherlands,Bank Transfer,0
ORD003045,2024-08-27,CUST01001,Mouse,Peripherals,15.27,2,UK,Unknown,0
ORD001521,2024-04-23,CUST01001,Webcam,Video,92.35,2,Canada,PayPal,0
ORD005129,2024-09-06,CUST01004,Monitor,Displays,468.8,3,Germany,Bank Transfer,0
ORD006835,2024-11-27,CUST01001,Phone Stand,Accessories,10.08,4,UK,Bank Transfer,0
ORD003909,2024-09-01,CUST01034,Phone Stand,Accessories,58.36,2,Poland,PayPal,0
ORD003407,2024-04-24,CUST01001,Mouse,Peripherals,42.61,1,UK,Unknown,15
ORD006466,2024-12-03,CUST01028,Keyboard,Peripherals,141.05,2,France,Debit Card,10
ORD000109,2024-11-21,CUST01010,Desk Lamp,Accessories,123.05,3,Canada,Bank Transfer,10
ORD001755,2024-02-24,CUST01002,Webcam,Video,82.17,1,Netherlands,Unknown,5
ORD007684,2024-08-04,CUST01001,Webcam,Video,39.28,3,Germany,Debit Card,0
ORD001352,2024-03-17,CUST01014,Headphones,Audio,158.63,1,Netherlands,PayPal,15
ORD004539,2024-09-01,CUST01016,Desk Lamp,Accessories,75.94,1,Germany,Unknown,0
ORD004454,2024-02-19,CUST01001,Mouse,Peripherals,68.85,3,UK,Debit Card,15
ORD006018,2024-02-17,CUST01001,Webcam,Video,62.11,2,USA,Unknown,0
ORD001974,2024-06-25,CUST01001,Laptop,Computers,1088.07,4,Poland,Bank Transfer,10
ORD000337,2024-08-19,CUST01005,Mouse,Peripherals,33.38,1,UK,Credit Card,10
ORD005046,2024-08-28,CUST01065,Laptop,Computers,1022.21,1,Netherlands,Bank Transfer,0
ORD005653,2024-10-23,CUST01003,USB Hub,Peripherals,27.83,1,USA,Bank Transfer,0
ORD007030,2024-08-30,CUST01001,Webcam,Video,99.37,3,UK,Unknown,10
ORD007615,2024-07-06,CUST01171,Webcam,Video,67.4,2,Poland,Credit Card,5
ORD003048,2024-01-29,CUST01007,Desk Lamp,Accessories,131.44,4,Canada,Unknown,10
